진료년도,상별구분,시도,시군구,성별,연령구분,환자수,입내원일수,요양급여비용
2020,우울증,경기,가평군,여,0~9세,0,0,0
2020,우울증,경기,가평군,여,10~19세,0,0,0
2020,우울증,경기,가평군,여,20~29세,22,107,4340120
2020,우울증,경기,가평군,여,30~39세,17,76,2148400
2020,우울증,경기,가평군,여,40~49세,29,96,4054730
2020,우울증,경기,가평군,여,50~59세,55,287,15427370
2020,우울증,경기,가평군,여,60~69세,53,134,5638500
2020,우울증,경기,가평군,여,70~79세,71,305,10229050
2020,우울증,경기,가평군,여,80~89세,47,631,37412560
2020,우울증,경기,가평군,여,90~99세,0,0,0
2020,우울증,경기,가평군,여,100세 이상,0,0,0
2020,우울증,경기,양평군,남,0~9세,0,0,0
2020,우울증,경기,양평군,남,10~19세,0,0,0
2020,우울증,경기,양평군,남,20~29세,30,70,3480710
2020,우울증,경기,양평군,남,30~39세,26,79,3992180
2020,우울증,경기,양평군,남,40~49세,40,186,9947440
2020,우울증,경기,양평군,남,50~59세,55,274,13910330
2020,우울증,경기,양평군,남,60~69세,61,342,14059980
2020,우울증,경기,양평군,남,70~79세,75,420,17900500
2020,우울증,경기,양평군,남,80~89세,40,200,7785770
2020,우울증,경기,양평군,남,90~99세,0,0,0
2020,우울증,경기,양평군,남,100세 이상,0,0,0
2020,우울증,경기,양평군,여,0~9세,0,0,0
2020,우울증,경기,양평군,여,10~19세,14,21,1071820
2020,우울증,경기,양평군,여,20~29세,24,73,3848400
2020,우울증,경기,양평군,여,30~39세,41,194,10576030
2020,우울증,경기,양평군,여,40~49세,61,287,13943420
2020,우울증,경기,양평군,여,50~59세,82,649,25433330
2020,우울증,경기,양평군,여,60~69세,123,557,23205240
2020,우울증,경기,양평군,여,70~79세,143,808,35252890
2020,우울증,경기,양평군,여,80~89세,65,360,11969830
2020,우울증,경기,양평군,여,90~99세,0,0,0
2020,우울증,경기,양평군,여,100세 이상,0,0,0
2020,우울증,경기,연천군,남,0~9세,0,0,0
2020,우울증,경기,연천군,남,10~19세,0,0,0
2020,우울증,경기,연천군,남,20~29세,19,54,3563260
2020,우울증,경기,연천군,남,30~39세,0,0,0
2020,우울증,경기,연천군,남,40~49세,0,0,0
2020,우울증,경기,연천군,남,50~59세,17,39,1684800
2020,우울증,경기,연천군,남,60~69세,20,68,3273360
2020,우울증,경기,연천군,남,70~79세,30,99,4151730
2020,우울증,경기,연천군,남,80~89세,18,65,3097000
2020,우울증,경기,연천군,남,90~99세,0,0,0
2020,우울증,경기,연천군,남,100세 이상,0,0,0
2020,우울증,경기,연천군,여,0~9세,0,0,0
2020,우울증,경기,연천군,여,10~19세,0,0,0
2020,우울증,경기,연천군,여,20~29세,10,49,3451450
2020,우울증,경기,연천군,여,30~39세,11,40,1229710
2020,우울증,경기,연천군,여,40~49세,17,100,4514120
2020,우울증,경기,연천군,여,50~59세,37,111,5266840
2020,우울증,경기,연천군,여,60~69세,42,161,8110860
2020,우울증,경기,연천군,여,70~79세,62,195,10386100
2020,우울증,경기,연천군,여,80~89세,41,146,4794270
2020,우울증,경기,연천군,여,90~99세,0,0,0
2020,우울증,경기,연천군,여,100세 이상,0,0,0
2020,우울증,경기,광명시,남,0~9세,12,38,3625170
2020,우울증,경기,광명시,남,10~19세,135,1087,98754590
2020,우울증,경기,광명시,남,20~29세,261,1737,123014810
2020,우울증,경기,광명시,남,30~39세,193,1330,86639650
2020,우울증,경기,광명시,남,40~49세,214,1491,91366240
2020,우울증,경기,광명시,남,50~59세,197,1334,68601940
2020,우울증,경기,광명시,남,60~69세,169,1021,51455640
2020,우울증,경기,광명시,남,70~79세,142,1082,52934920
2020,우울증,경기,광명시,남,80~89세,72,391,15331280
2020,우울증,경기,광명시,남,90~99세,0,0,0
2020,우울증,경기,광명시,남,100세 이상,0,0,0
2020,우울증,경기,광명시,여,0~9세,11,41,4185110
2020,우울증,경기,광명시,여,10~19세,189,1419,125536110
2020,우울증,경기,광명시,여,20~29세,495,3424,221718210
2020,우울증,경기,광명시,여,30~39세,448,3481,217157440
2020,우울증,경기,광명시,여,40~49세,421,3647,212755780
2020,우울증,경기,광명시,여,50~59세,473,3294,170001110
2020,우울증,경기,광명시,여,60~69세,486,3619,173055810
2020,우울증,경기,광명시,여,70~79세,331,2452,115053390
2020,우울증,경기,광명시,여,80~89세,185,1308,58055690
2020,우울증,경기,광명시,여,90~99세,14,82,2327780
2020,우울증,경기,광명시,여,100세 이상,0,0,0
2020,우울증,경기,동두천시,남,0~9세,0,0,0
2020,우울증,경기,동두천시,남,10~19세,63,386,20319900
2020,우울증,경기,동두천시,남,20~29세,201,1104,60484280
2020,우울증,경기,동두천시,남,30~39세,101,684,36716850
2020,우울증,경기,동두천시,남,40~49세,102,1079,66098280
2020,우울증,경기,동두천시,남,50~59세,93,809,40012490
2020,우울증,경기,동두천시,남,60~69세,97,839,37560300
2020,우울증,경기,동두천시,남,70~79세,71,684,32567400
2020,우울증,경기,동두천시,남,80~89세,36,283,11391830
2020,우울증,경기,동두천시,남,90~99세,0,0,0
2020,우울증,경기,동두천시,남,100세 이상,0,0,0
2020,우울증,경기,동두천시,여,0~9세,0,0,0
2020,우울증,경기,동두천시,여,10~19세,101,657,32294970
2020,우울증,경기,동두천시,여,20~29세,239,1715,88101950
2020,우울증,경기,동두천시,여,30~39세,176,1342,74685300
2020,우울증,경기,동두천시,여,40~49세,189,1877,93304380
2020,우울증,경기,동두천시,여,50~59세,227,2097,100704360
2020,우울증,경기,동두천시,여,60~69세,231,2138,99057880
2020,우울증,경기,동두천시,여,70~79세,205,2058,91165590
2020,우울증,경기,동두천시,여,80~89세,109,786,36985070
2020,우울증,경기,동두천시,여,90~99세,11,66,1821710
2020,우울증,경기,동두천시,여,100세 이상,0,0,0
2020,우울증,경기,부천시,남,0~9세,0,0,0
2020,우울증,경기,부천시,남,10~19세,350,2787,229864170
2020,우울증,경기,부천시,남,20~29세,983,7293,520067550
2020,우울증,경기,부천시,남,30~39세,716,4600,308149990
2020,우울증,경기,부천시,남,40~49세,640,4650,279006730
2020,우울증,경기,부천시,남,50~59세,683,5184,316652800
2020,우울증,경기,부천시,남,60~69세,627,5431,318706550
2020,우울증,경기,부천시,남,70~79세,360,3799,250651960
2020,우울증,경기,부천시,남,80~89세,170,1617,100855860
2020,우울증,경기,부천시,남,90~99세,14,63,2631790
2020,우울증,경기,부천시,남,100세 이상,0,0,0
2020,우울증,경기,부천시,여,0~9세,11,33,3062870
2020,우울증,경기,부천시,여,10~19세,650,5512,480119010
2020,우울증,경기,부천시,여,20~29세,1882,15396,1131497520
2020,우울증,경기,부천시,여,30~39세,1449,11992,788981450
2020,우울증,경기,부천시,여,40~49세,1320,10275,633021600
2020,우울증,경기,부천시,여,50~59세,1595,13637,846950230
2020,우울증,경기,부천시,여,60~69세,1492,10984,621017070
2020,우울증,경기,부천시,여,70~79세,903,8279,517372410
2020,우울증,경기,부천시,여,80~89세,506,3603,202261630
2020,우울증,경기,부천시,여,90~99세,48,266,8546140
2020,우울증,경기,부천시,여,100세 이상,0,0,0
2020,우울증,경기,성남수정구,남,0~9세,0,0,0
2020,우울증,경기,성남수정구,남,10~19세,73,902,73177400
2020,우울증,경기,성남수정구,남,20~29세,257,1704,113656140
2020,우울증,경기,성남수정구,남,30~39세,186,1100,65304730
2020,우울증,경기,성남수정구,남,40~49세,188,1226,69264180
2020,우울증,경기,성남수정구,남,50~59세,177,1707,107277520
2020,우울증,경기,성남수정구,남,60~69세,214,2007,106880730
2020,우울증,경기,성남수정구,남,70~79세,142,927,38888820
2020,우울증,경기,성남수정구,남,80~89세,64,370,16374370
2020,우울증,경기,성남수정구,남,90~99세,0,0,0
2020,우울증,경기,성남수정구,남,100세 이상,0,0,0
2020,우울증,경기,성남수정구,여,0~9세,0,0,0
2020,우울증,경기,성남수정구,여,10~19세,99,698,53205570
2020,우울증,경기,성남수정구,여,20~29세,369,2317,148713230
2020,우울증,경기,성남수정구,여,30~39세,362,2222,131902050
2020,우울증,경기,성남수정구,여,40~49세,387,3259,176153390
2020,우울증,경기,성남수정구,여,50~59세,500,3713,195663600
2020,우울증,경기,성남수정구,여,60~69세,475,3944,198090900
2020,우울증,경기,성남수정구,여,70~79세,349,2735,127821240
2020,우울증,경기,성남수정구,여,80~89세,138,948,39448110
2020,우울증,경기,성남수정구,여,90~99세,17,159,4540490
2020,우울증,경기,성남수정구,여,100세 이상,0,0,0
2020,우울증,경기,성남중원구,남,0~9세,0,0,0
2020,우울증,경기,성남중원구,남,10~19세,42,268,19098810
2020,우울증,경기,성남중원구,남,20~29세,183,1246,82128930
2020,우울증,경기,성남중원구,남,30~39세,162,958,62876940
2020,우울증,경기,성남중원구,남,40~49세,124,782,49022750
2020,우울증,경기,성남중원구,남,50~59세,140,1107,57597500
2020,우울증,경기,성남중원구,남,60~69세,174,955,48066120
2020,우울증,경기,성남중원구,남,70~79세,137,938,41669880
2020,우울증,경기,성남중원구,남,80~89세,65,500,23180110
2020,우울증,경기,성남중원구,남,90~99세,0,0,0
2020,우울증,경기,성남중원구,남,100세 이상,0,0,0
2020,우울증,경기,성남중원구,여,0~9세,0,0,0
2020,우울증,경기,성남중원구,여,10~19세,82,522,36468840
2020,우울증,경기,성남중원구,여,20~29세,464,3562,246047530
2020,우울증,경기,성남중원구,여,30~39세,295,2382,163261610
2020,우울증,경기,성남중원구,여,40~49세,247,1911,117478080
2020,우울증,경기,성남중원구,여,50~59세,324,2270,118777490
2020,우울증,경기,성남중원구,여,60~69세,374,2838,142568090
2020,우울증,경기,성남중원구,여,70~79세,279,1955,89287280
2020,우울증,경기,성남중원구,여,80~89세,127,810,32816040
2020,우울증,경기,성남중원구,여,90~99세,11,70,3016210
2020,우울증,경기,성남중원구,여,100세 이상,0,0,0
2020,우울증,경기,성남분당구,남,0~9세,26,183,14019750
2020,우울증,경기,성남분당구,남,10~19세,603,4951,370454690
2020,우울증,경기,성남분당구,남,20~29세,1317,10224,725088400
2020,우울증,경기,성남분당구,남,30~39세,1065,7536,497233650
2020,우울증,경기,성남분당구,남,40~49세,1168,8101,517504640
2020,우울증,경기,성남분당구,남,50~59세,881,5531,325482870
2020,우울증,경기,성남분당구,남,60~69세,701,4116,236312770
2020,우울증,경기,성남분당구,남,70~79세,591,3352,225586830
2020,우울증,경기,성남분당구,남,80~89세,353,1928,138445380
2020,우울증,경기,성남분당구,남,90~99세,36,167,9247570
2020,우울증,경기,성남분당구,남,100세 이상,0,0,0
2020,우울증,경기,성남분당구,여,0~9세,16,92,6201330
2020,우울증,경기,성남분당구,여,10~19세,909,7874,584853850
2020,우울증,경기,성남분당구,여,20~29세,2371,19257,1349312100
2020,우울증,경기,성남분당구,여,30~39세,2120,16434,1107780020
2020,우울증,경기,성남분당구,여,40~49세,2235,15584,913795660
2020,우울증,경기,성남분당구,여,50~59세,1988,12970,799638970
2020,우울증,경기,성남분당구,여,60~69세,1732,10898,685076640
2020,우울증,경기,성남분당구,여,70~79세,1559,8392,529388050
2020,우울증,경기,성남분당구,여,80~89세,950,4924,320316070
2020,우울증,경기,성남분당구,여,90~99세,95,484,31696090
2020,우울증,경기,성남분당구,여,100세 이상,0,0,0
2020,우울증,경기,수원권선구,남,0~9세,0,0,0
2020,우울증,경기,수원권선구,남,10~19세,49,362,20997430
2020,우울증,경기,수원권선구,남,20~29세,140,800,51077190
2020,우울증,경기,수원권선구,남,30~39세,144,981,61355080
2020,우울증,경기,수원권선구,남,40~49세,145,965,48408290
2020,우울증,경기,수원권선구,남,50~59세,147,811,41176870
2020,우울증,경기,수원권선구,남,60~69세,152,727,35922340
2020,우울증,경기,수원권선구,남,70~79세,99,499,17437680
2020,우울증,경기,수원권선구,남,80~89세,55,208,8563370
2020,우울증,경기,수원권선구,남,90~99세,0,0,0
2020,우울증,경기,수원권선구,남,100세 이상,0,0,0
2020,우울증,경기,수원권선구,여,0~9세,0,0,0
2020,우울증,경기,수원권선구,여,10~19세,107,635,33389640
2020,우울증,경기,수원권선구,여,20~29세,302,1860,104928680
2020,우울증,경기,수원권선구,여,30~39세,344,2380,131395350
2020,우울증,경기,수원권선구,여,40~49세,335,2018,95455810
2020,우울증,경기,수원권선구,여,50~59세,365,1757,87487240
2020,우울증,경기,수원권선구,여,60~69세,340,1456,57532910
2020,우울증,경기,수원권선구,여,70~79세,253,1037,35579580
2020,우울증,경기,수원권선구,여,80~89세,128,539,17676560
2020,우울증,경기,수원권선구,여,90~99세,0,0,0
2020,우울증,경기,수원권선구,여,100세 이상,0,0,0
2020,우울증,경기,수원장안구,남,0~9세,0,0,0
2020,우울증,경기,수원장안구,남,10~19세,137,1076,75482820
2020,우울증,경기,수원장안구,남,20~29세,294,2902,162663930
2020,우울증,경기,수원장안구,남,30~39세,200,1810,104413430
2020,우울증,경기,수원장안구,남,40~49세,178,1964,111448520
2020,우울증,경기,수원장안구,남,50~59세,179,1757,100939930
2020,우울증,경기,수원장안구,남,60~69세,139,1701,97171100
2020,우울증,경기,수원장안구,남,70~79세,124,1888,115180700
2020,우울증,경기,수원장안구,남,80~89세,65,479,19601980
2020,우울증,경기,수원장안구,남,90~99세,0,0,0
2020,우울증,경기,수원장안구,남,100세 이상,0,0,0
2020,우울증,경기,수원장안구,여,0~9세,0,0,0
2020,우울증,경기,수원장안구,여,10~19세,221,2536,174412450
2020,우울증,경기,수원장안구,여,20~29세,585,6628,413508410
2020,우울증,경기,수원장안구,여,30~39세,353,3612,213668710
2020,우울증,경기,수원장안구,여,40~49세,398,4334,254531280
2020,우울증,경기,수원장안구,여,50~59세,383,3579,160208530
2020,우울증,경기,수원장안구,여,60~69세,340,3169,153897640
2020,우울증,경기,수원장안구,여,70~79세,308,3291,167548700
2020,우울증,경기,수원장안구,여,80~89세,179,1242,52293500
2020,우울증,경기,수원장안구,여,90~99세,27,178,3988600
2020,우울증,경기,수원장안구,여,100세 이상,0,0,0
2020,우울증,경기,수원팔달구,남,0~9세,16,61,5601930
2020,우울증,경기,수원팔달구,남,10~19세,238,1874,179447050
2020,우울증,경기,수원팔달구,남,20~29세,651,5732,471850050
2020,우울증,경기,수원팔달구,남,30~39세,441,3398,270782300
2020,우울증,경기,수원팔달구,남,40~49세,427,3501,247756910
2020,우울증,경기,수원팔달구,남,50~59세,366,4043,272460590
2020,우울증,경기,수원팔달구,남,60~69세,341,3970,261768140
2020,우울증,경기,수원팔달구,남,70~79세,276,2874,181746280
2020,우울증,경기,수원팔달구,남,80~89세,116,714,33552110
2020,우울증,경기,수원팔달구,남,90~99세,16,99,8281270
2020,우울증,경기,수원팔달구,남,100세 이상,0,0,0
2020,우울증,경기,수원팔달구,여,0~9세,11,29,2257460
2020,우울증,경기,수원팔달구,여,10~19세,338,3008,259725890
2020,우울증,경기,수원팔달구,여,20~29세,1321,11625,881061060
2020,우울증,경기,수원팔달구,여,30~39세,950,9265,633331720
2020,우울증,경기,수원팔달구,여,40~49세,876,8347,555717650
2020,우울증,경기,수원팔달구,여,50~59세,928,7963,566360430
2020,우울증,경기,수원팔달구,여,60~69세,925,7636,446732320
2020,우울증,경기,수원팔달구,여,70~79세,653,4740,305399740
2020,우울증,경기,수원팔달구,여,80~89세,339,2174,114613390
2020,우울증,경기,수원팔달구,여,90~99세,34,217,5736610
2020,우울증,경기,수원팔달구,여,100세 이상,0,0,0
2020,우울증,경기,수원영통구,남,0~9세,0,0,0
2020,우울증,경기,수원영통구,남,10~19세,169,1185,85924210
2020,우울증,경기,수원영통구,남,20~29세,366,2565,161357110
2020,우울증,경기,수원영통구,남,30~39세,299,1657,102473490
2020,우울증,경기,수원영통구,남,40~49세,248,1737,101501610
2020,우울증,경기,수원영통구,남,50~59세,179,1266,79826900
2020,우울증,경기,수원영통구,남,60~69세,91,632,38200770
2020,우울증,경기,수원영통구,남,70~79세,72,375,20534100
2020,우울증,경기,수원영통구,남,80~89세,33,131,5904230
2020,우울증,경기,수원영통구,남,90~99세,0,0,0
2020,우울증,경기,수원영통구,남,100세 이상,0,0,0
2020,우울증,경기,수원영통구,여,0~9세,0,0,0
2020,우울증,경기,수원영통구,여,10~19세,230,1566,142656260
2020,우울증,경기,수원영통구,여,20~29세,731,5530,352537620
2020,우울증,경기,수원영통구,여,30~39세,589,4000,248427040
2020,우울증,경기,수원영통구,여,40~49세,484,3800,225777530
2020,우울증,경기,수원영통구,여,50~59세,390,2686,170230640
2020,우울증,경기,수원영통구,여,60~69세,267,1972,125814620
2020,우울증,경기,수원영통구,여,70~79세,178,1363,100387840
2020,우울증,경기,수원영통구,여,80~89세,133,720,38966790
2020,우울증,경기,수원영통구,여,90~99세,18,117,5668300
2020,우울증,경기,수원영통구,여,100세 이상,0,0,0
2020,우울증,경기,안양만안구,남,0~9세,0,0,0
2020,우울증,경기,안양만안구,남,10~19세,57,399,24857720
2020,우울증,경기,안양만안구,남,20~29세,256,1815,105788160
2020,우울증,경기,안양만안구,남,30~39세,156,1165,68412500
2020,우울증,경기,안양만안구,남,40~49세,141,1178,67777550
2020,우울증,경기,안양만안구,남,50~59세,180,1368,69682700
2020,우울증,경기,안양만안구,남,60~69세,248,2111,98359100
2020,우울증,경기,안양만안구,남,70~79세,197,1828,94511430
2020,우울증,경기,안양만안구,남,80~89세,75,586,31426310
2020,우울증,경기,안양만안구,남,90~99세,0,0,0
2020,우울증,경기,안양만안구,남,100세 이상,0,0,0
2020,우울증,경기,안양만안구,여,0~9세,0,0,0
2020,우울증,경기,안양만안구,여,10~19세,95,618,36306200
2020,우울증,경기,안양만안구,여,20~29세,473,3567,194388450
2020,우울증,경기,안양만안구,여,30~39세,324,2545,143944900
2020,우울증,경기,안양만안구,여,40~49세,309,2870,152192250
2020,우울증,경기,안양만안구,여,50~59세,487,4667,215472760
2020,우울증,경기,안양만안구,여,60~69세,649,6299,284331320
2020,우울증,경기,안양만안구,여,70~79세,467,4436,200639470
2020,우울증,경기,안양만안구,여,80~89세,233,1858,97348460
2020,우울증,경기,안양만안구,여,90~99세,24,191,11857040
2020,우울증,경기,안양만안구,여,100세 이상,0,0,0
2020,우울증,경기,안양동안구,남,0~9세,10,54,4641800
2020,우울증,경기,안양동안구,남,10~19세,217,1492,105458710
2020,우울증,경기,안양동안구,남,20~29세,544,4662,297519920
2020,우울증,경기,안양동안구,남,30~39세,373,2619,143296440
2020,우울증,경기,안양동안구,남,40~49세,323,2373,125902210
2020,우울증,경기,안양동안구,남,50~59세,317,2803,162858250
2020,우울증,경기,안양동안구,남,60~69세,231,1833,90970200
2020,우울증,경기,안양동안구,남,70~79세,133,999,62942170
2020,우울증,경기,안양동안구,남,80~89세,79,605,23881940
2020,우울증,경기,안양동안구,남,90~99세,0,0,0
2020,우울증,경기,안양동안구,남,100세 이상,0,0,0
2020,우울증,경기,안양동안구,여,0~9세,0,0,0
2020,우울증,경기,안양동안구,여,10~19세,450,3365,245319520
2020,우울증,경기,안양동안구,여,20~29세,1086,8282,497793010
2020,우울증,경기,안양동안구,여,30~39세,780,6049,353173140
2020,우울증,경기,안양동안구,여,40~49세,727,5641,304164270
2020,우울증,경기,안양동안구,여,50~59세,713,5368,301009850
2020,우울증,경기,안양동안구,여,60~69세,622,4836,272475840
2020,우울증,경기,안양동안구,여,70~79세,412,2973,171421000
2020,우울증,경기,안양동안구,여,80~89세,263,1725,85119920
2020,우울증,경기,안양동안구,여,90~99세,19,75,3367560
2020,우울증,경기,안양동안구,여,100세 이상,0,0,0
2020,우울증,경기,의정부시,남,0~9세,0,0,0
2020,우울증,경기,의정부시,남,10~19세,217,1798,133438440
2020,우울증,경기,의정부시,남,20~29세,713,4857,350852950
2020,우울증,경기,의정부시,남,30~39세,415,2672,177063920
2020,우울증,경기,의정부시,남,40~49세,438,3655,266764890
2020,우울증,경기,의정부시,남,50~59세,445,2901,189105330
2020,우울증,경기,의정부시,남,60~69세,462,3703,229377040
2020,우울증,경기,의정부시,남,70~79세,393,2666,135423650
2020,우울증,경기,의정부시,남,80~89세,228,1307,62743060
2020,우울증,경기,의정부시,남,90~99세,15,71,3109470
2020,우울증,경기,의정부시,남,100세 이상,0,0,0
2020,우울증,경기,의정부시,여,0~9세,0,0,0
2020,우울증,경기,의정부시,여,10~19세,401,4019,376211940
2020,우울증,경기,의정부시,여,20~29세,969,6803,477197340
2020,우울증,경기,의정부시,여,30~39세,779,5643,352141330
2020,우울증,경기,의정부시,여,40~49세,942,7689,465053350
2020,우울증,경기,의정부시,여,50~59세,1182,9540,548141530
2020,우울증,경기,의정부시,여,60~69세,1179,10957,626175010
2020,우울증,경기,의정부시,여,70~79세,946,7008,378077280
2020,우울증,경기,의정부시,여,80~89세,505,3219,171455530
2020,우울증,경기,의정부시,여,90~99세,49,294,13975370
2020,우울증,경기,의정부시,여,100세 이상,0,0,0
2020,우울증,경기,과천시,남,0~9세,0,0,0
2020,우울증,경기,과천시,남,10~19세,0,0,0
2020,우울증,경기,과천시,남,20~29세,0,0,0
2020,우울증,경기,과천시,남,30~39세,0,0,0
2020,우울증,경기,과천시,남,40~49세,0,0,0
2020,우울증,경기,과천시,남,50~59세,0,0,0
2020,우울증,경기,과천시,남,60~69세,0,0,0
2020,우울증,경기,과천시,남,70~79세,0,0,0
2020,우울증,경기,과천시,남,80~89세,0,0,0
2020,우울증,경기,과천시,남,90~99세,0,0,0
2020,우울증,경기,과천시,남,100세 이상,0,0,0
2020,우울증,경기,과천시,여,0~9세,0,0,0
2020,우울증,경기,과천시,여,10~19세,0,0,0
2020,우울증,경기,과천시,여,20~29세,0,0,0
2020,우울증,경기,과천시,여,30~39세,0,0,0
2020,우울증,경기,과천시,여,40~49세,0,0,0
2020,우울증,경기,과천시,여,50~59세,15,44,1260620
2020,우울증,경기,과천시,여,60~69세,11,28,388220
2020,우울증,경기,과천시,여,70~79세,19,104,4810380
2020,우울증,경기,과천시,여,80~89세,20,79,2051900
2020,우울증,경기,과천시,여,90~99세,0,0,0
2020,우울증,경기,과천시,여,100세 이상,0,0,0
2020,우울증,경기,구리시,남,0~9세,0,0,0
2020,우울증,경기,구리시,남,10~19세,71,517,36929190
2020,우울증,경기,구리시,남,20~29세,250,1964,160377580
2020,우울증,경기,구리시,남,30~39세,134,747,40710240
2020,우울증,경기,구리시,남,40~49세,185,1366,81969230
2020,우울증,경기,구리시,남,50~59세,210,1692,106522650
2020,우울증,경기,구리시,남,60~69세,192,1510,82666060
2020,우울증,경기,구리시,남,70~79세,159,1031,63709570
2020,우울증,경기,구리시,남,80~89세,67,402,26240520
2020,우울증,경기,구리시,남,90~99세,0,0,0
2020,우울증,경기,구리시,남,100세 이상,0,0,0
2020,우울증,경기,구리시,여,0~9세,0,0,0
2020,우울증,경기,구리시,여,10~19세,194,1472,77885520
2020,우울증,경기,구리시,여,20~29세,431,3442,223850310
2020,우울증,경기,구리시,여,30~39세,343,2419,132951220
2020,우울증,경기,구리시,여,40~49세,393,2864,165014170
2020,우울증,경기,구리시,여,50~59세,549,3967,226967860
2020,우울증,경기,구리시,여,60~69세,618,4832,296174550
2020,우울증,경기,구리시,여,70~79세,421,2785,170772190
2020,우울증,경기,구리시,여,80~89세,180,991,63203950
2020,우울증,경기,구리시,여,90~99세,0,0,0
2020,우울증,경기,구리시,여,100세 이상,0,0,0
2020,우울증,경기,안산단원구,남,0~9세,20,128,6929510
2020,우울증,경기,안산단원구,남,10~19세,274,2072,157848620
2020,우울증,경기,안산단원구,남,20~29세,716,4658,350273470
2020,우울증,경기,안산단원구,남,30~39세,398,2809,172036170
2020,우울증,경기,안산단원구,남,40~49세,357,2589,150163940
2020,우울증,경기,안산단원구,남,50~59세,462,3618,208784820
2020,우울증,경기,안산단원구,남,60~69세,335,3239,181730120
2020,우울증,경기,안산단원구,남,70~79세,161,1485,81463590
2020,우울증,경기,안산단원구,남,80~89세,82,604,31364800
2020,우울증,경기,안산단원구,남,90~99세,0,0,0
2020,우울증,경기,안산단원구,남,100세 이상,0,0,0
2020,우울증,경기,안산단원구,여,0~9세,16,107,6560310
2020,우울증,경기,안산단원구,여,10~19세,427,3721,339379840
2020,우울증,경기,안산단원구,여,20~29세,1207,8970,628378070
2020,우울증,경기,안산단원구,여,30~39세,831,6365,387810670
2020,우울증,경기,안산단원구,여,40~49세,765,6463,381707840
2020,우울증,경기,안산단원구,여,50~59세,982,7880,425454920
2020,우울증,경기,안산단원구,여,60~69세,830,7221,361288740
2020,우울증,경기,안산단원구,여,70~79세,590,4764,223190890
2020,우울증,경기,안산단원구,여,80~89세,241,1852,101056290
2020,우울증,경기,안산단원구,여,90~99세,26,138,7573350
2020,우울증,경기,안산단원구,여,100세 이상,0,0,0
2020,우울증,경기,안산상록구,남,0~9세,0,0,0
2020,우울증,경기,안산상록구,남,10~19세,43,338,23487870
2020,우울증,경기,안산상록구,남,20~29세,235,1763,107019250
2020,우울증,경기,안산상록구,남,30~39세,142,1024,50872910
2020,우울증,경기,안산상록구,남,40~49세,164,915,46226650
2020,우울증,경기,안산상록구,남,50~59세,224,2361,138551810
2020,우울증,경기,안산상록구,남,60~69세,169,1385,72324110
2020,우울증,경기,안산상록구,남,70~79세,134,1559,100190310
2020,우울증,경기,안산상록구,남,80~89세,51,238,12768410
2020,우울증,경기,안산상록구,남,90~99세,0,0,0
2020,우울증,경기,안산상록구,남,100세 이상,0,0,0
2020,우울증,경기,안산상록구,여,0~9세,0,0,0
2020,우울증,경기,안산상록구,여,10~19세,61,815,59171300
2020,우울증,경기,안산상록구,여,20~29세,271,2055,115831720
2020,우울증,경기,안산상록구,여,30~39세,254,1983,92299800
2020,우울증,경기,안산상록구,여,40~49세,380,3722,196603220
2020,우울증,경기,안산상록구,여,50~59세,454,3793,168650150
2020,우울증,경기,안산상록구,여,60~69세,319,2445,96331740
2020,우울증,경기,안산상록구,여,70~79세,211,2116,108915070
2020,우울증,경기,안산상록구,여,80~89세,114,846,38233700
2020,우울증,경기,안산상록구,여,90~99세,12,76,2665730
2020,우울증,경기,안산상록구,여,100세 이상,0,0,0
2020,우울증,경기,평택시,남,0~9세,0,0,0
2020,우울증,경기,평택시,남,10~19세,134,844,49589260
2020,우울증,경기,평택시,남,20~29세,450,2847,157768530
2020,우울증,경기,평택시,남,30~39세,350,2227,124804560
2020,우울증,경기,평택시,남,40~49세,405,2329,121764170
2020,우울증,경기,평택시,남,50~59세,334,2104,103859790
2020,우울증,경기,평택시,남,60~69세,264,1771,75169920
2020,우울증,경기,평택시,남,70~79세,201,1303,55720480
2020,우울증,경기,평택시,남,80~89세,107,887,51373190
2020,우울증,경기,평택시,남,90~99세,15,114,4110490
2020,우울증,경기,평택시,남,100세 이상,0,0,0
2020,우울증,경기,평택시,여,0~9세,0,0,0
2020,우울증,경기,평택시,여,10~19세,231,1303,76552880
2020,우울증,경기,평택시,여,20~29세,759,4468,263935440
2020,우울증,경기,평택시,여,30~39세,722,4808,267818840
2020,우울증,경기,평택시,여,40~49세,730,5324,280075150
2020,우울증,경기,평택시,여,50~59세,710,4697,212280280
2020,우울증,경기,평택시,여,60~69세,657,5063,238155800
2020,우울증,경기,평택시,여,70~79세,460,2623,99511990
2020,우울증,경기,평택시,여,80~89세,235,1350,48656090
2020,우울증,경기,평택시,여,90~99세,26,191,10241100
2020,우울증,경기,평택시,여,100세 이상,0,0,0
2020,우울증,경기,하남시,남,0~9세,0,0,0
2020,우울증,경기,하남시,남,10~19세,60,474,36339810
2020,우울증,경기,하남시,남,20~29세,157,1515,109681940
2020,우울증,경기,하남시,남,30~39세,161,1390,102669310
2020,우울증,경기,하남시,남,40~49세,171,1320,93504510
2020,우울증,경기,하남시,남,50~59세,111,1098,81928030
2020,우울증,경기,하남시,남,60~69세,113,2083,186403670
2020,우울증,경기,하남시,남,70~79세,77,1158,111376410
2020,우울증,경기,하남시,남,80~89세,36,612,54242500
